text;hof_OR_none
Bin Deutsch zälht das och noch ????  oder gibt ja nur noch Bin Fachkraft beim Hartz 4 ??nix arbeiten nichts machen   Bin eben da ????  ach ja fast rvergessen   Bin ficki ficki wird immer öffters mit schmierigen Haaren gesehen???? ;HOF
Birdie51411736 APatzwahl and_smartie Genau! Das ist eine Verunglimpfung im höchsten Grade, da im Parlament geschehen!  Und was dort in den Reihen der Linken und Grünen für geistig unfähige Abgeordnete sitzen, hat man am Beifall gesehen, eine steht soga;HOF
Birdie51411736 Brother__Ts FrankSchwabe ulfposh In einer Demokratie müssen Sie trotzdem damit leben, wenn Mehrheiten für etwas sind, was Sie für nicht erstrebenswert halten. Auch ist es albern, bei der Aussicht auf eine r2g-Bundesregierung gleich den ;NOT
Birdie51411736 MAXXBIKEde LifeOfSchmirko dieneranton Hartes_Geld HaraldBecker80 ichbinkoelnerin willnurschreibn 66Norweger66 burger_ein RolandTichy Lebensformation GudrunBecker11 puffyka81 NoctiDenktNach Pegasia111 ;NOT
BKsoll Ungebeten1 Um so schlimmer, wenn man trotz der höheren Bildungsabschlüsse zu blöd ist sein Wissen in der Praxis anzuwenden und auszurechen was uns die Asylbetrüger kosten, und dass diese selbst die Kosten nie erwirtschaften werden.    ;HOF
'Blick' entlastet ihn auch.    'Bekannt ist nur, dass Rebecca das Haus ihrer ältesten Schwester Jessica (27), in dem sie übernachtet hatte, vor sieben Uhr verließ.'   Ja, das neue Westfernsehen. ??    Sucht und findbecci endlich und holt Rebecca heim. Danke.  ;NOT
BlondJedi annewill Anne will denkt oft nicht nach, die Doppelmoral in Person.Schlechter Journalismus wie bei allen Systementreuen Journalisten??;NOT
BlondJedi annewill Anne Will ist eine journalistische Null, die jedes Mal über das Systemstöckchen springt, wenn sie auf Sendung geht. Kritisch, investigativ!? Nein, aber dafür manipulative, polarisierend ??;NOT
BlondJedi annewill Armes Deutschland wir ordnen uns unseren Eroberer freiwillig unter;NOT
BlondJedi annewill Dann hätte sie ihren Job vermutlich nicht mehr lange, wegen der freien Meinungsäuserung (Die es nicht wirklich mehr gibt, besonders für Personen die im öffentlichen Leben stehen.;NOT
BlondJedi annewill Der Londoner Bus liegt natürlich näher.??;NOT
BlondJedi annewill Der Staatsfunk darf das doch nicht...;NOT
BlondJedi annewill Die Hierarchie der Opfer steht dem wohl einfach in Weg. ??;NOT
BlondJedi annewill Es wird immer do weiter gehen;NOT
BlondJedi annewill GoldstückAlarm, also muslimischer Alltag in London...;NOT
BlondJedi annewill Hätten wir von vornerein das Thema anders behandelt wäre ja auch der bürgerliche Zuspruch bei unter 25% und das komplette Projekt gefährdet.. Heuchelei, mehr nicht von AnneWill;NOT
BlondJedi annewill Mal ehrlich - welche Frau will schon einen Schwarzafrikaner? Frau Anne Will bestimmt auch nicht!;HOF
BlondJedi annewill Oder 51jährige Frau in Hofgarten von mehreren Nafris vergewaltigt....;NOT
BlondJedi annewill Tja, steht halt nicht jede auf Schwarze, auch wenn die das aus fehlender Bodenhaftung denken..;NOT
BlondJedi annewill Vielleicht, weil es keine Rolle spielt?;NOT
BlondJedi annewill Weil falscher Täter? ??;NOT
BlondJedi annewill Wie krank und Hinterweltlerisch  Immer noch viele Menschen sein können, wir haben zugelassen, das uns der tot holt, wenn wir nicht jetzt reagieren und diese Migration nicht rückgängig machen.;NOT
BlondJedi annewill will selbst eine Dame ohne Nachommen ,weil ........??;NOT
BlondJedi annewill Wir wollen doch den Rassismus nicht weiter anheizen. Lieber etwas leisetreten.;NOT
BlondJedi Ey ich scheiße auf deinen ????  Ich glaube als linksgrüner bin ich zu cool für den heiligen Geist;NOT
BlondJedi FritzFizz annewill Tja, selbst wenn Menschen mit der gleichen sexuellen Ausrichtung wie Frau Will Opfer schwerster Straftaten werden, aber so eine Meldung nicht in die eigene politische Ideologie passt, dann schweigt man aus angeblicher 'poli;NOT
BlondJedi FrReschke annewill Gibt es denn Weissafrikaner? Hihihi;NOT
BlondJedi Ich bin Baujahr 1959 .Wir musten als Kinder das KZ Buchenwald  besuchen . Es war ganz schlimm so etwas zu sehen . Und mich heute als Nazi darzustellen nur weil ich AFD Wähler bin nein Danke;NOT
BlondJedi IN_ROL_0815 annewill Weil annewill genauso zu dieser Heuchler Szene gehört.;NOT
BlondJedi Lebensformation annewill Hat sie wenigstens die AfD gelobt?;NOT
BlondJedi Oemmes4 annewill Hat sie vielleicht im Dezember 2017? Nebenbei: whataboutism, Relativierung und Fremdenfeindlichkeit in einem Tweet, wo lernt man das?;NOT
BlondJedi Wieka16 annewill Warum so umwegig? Ausland, 2017 ?Drei Rechte prügeln in ???? Homosexuellen zu Tode, ganz aktuell. Und gilt nicht mal als 'rechte Straftat', obwohl die gerade wieder mächtig zunehmen, läuft also.  ??????????    ;NOT
Bonnie lass Dir niemals den Mund verbieten, niemals. Du siehst was daraus geworden ist, schau dich nur um, schau dir nur Deutschland an.    Das A…loch Wiltewka, alias der EkelWilfred, Papa Wilberg von der Capitol und O. Wilke    BonnieStrange    ;HOF
Brandanschlag von Vorra aufgeklärt - Zwei Täter aus dem Kosovo verhaftet - Nix Nazi! Wo bleibt der aufschrei? ;NOT
BraveMurron  Hi. Wollte Bescheid sagen, da ich beim Herumsurfen gesehen habe, daß   Jaxxon2905   8694sundance +  JustNobody2018  Deine Tweets bei Twitter-Support melden, sich anschließend bei Erfolg  (Löschung od. Sperrung) mit  HetzlichenDank abklat;NOT
Briefwahl-Rückläufe in mehreren Ländern lassen auf höhere Wahlbeteiligung ggü. 2014 schließen. EP2019 ;NOT
Brutale Ehrlichkeit in Wien: Mordserie an Frauen als Folge der Migrationskrise festgestellt. Extreme Frauenfeindlichkeit, Antisemitismus und radikaler Islamismus wurden mit 'Flüchtlingen' importiert.  ;HOF
Brutalen Raubüberfall mitgefilmt und ins Netz gestellt – Täter sind erst 13 und polizeibekannt ;NOT
BSI warnt: 4 Handys haben ab Werk einen Trojaner: 'Besonders gefährlich sei es, das infizierte Smartphone zu nutzen, um das smarte Zuhause inklusive Fenstersicherung oder Alarmanlage zu steuern.' ;NOT
'Bulgare' Dimitri missbraucht seine 8-jährige Tochter seit Jahren, die  Mutter deckte den Missbrauch. Haftbefehl: Fehlanzeige. Schließlich  besteht beim 'Bulgaren' keine Fluchtgefahr - ist doch logisch!  ;NOT
Bürgerinitiative legt erste, maßstabsgetreue Visualisierung der Windkraftvorhaben im Reinhardswald vor. Historiche Sababurg offensichtlich auch betroffen ;NOT
'Bürgerlich'! ??????  Polenz nennt die GrüneKhmer tatsächlich 'bürgerlich'!  Es sind Kulturmarxisten, die aus Deutschland schneller eine Diktatur machen würden, als wir Klimalüge sagen können.  Nehmen Sie Ihre Medikamente endlich wieder regelmäßig, Herr Polenz! ;HOF
CDU beginnt mit Abschiebungen. Erste CSU-Mitglieder aus dem Bundestag werden mit der Polizei zurück nach Bayern gebracht.;NOT
CDU es wäre besser wenn ihr Lieber schweigt. Es wird nur noch Peinlicher und die letzten Wähler die ihr noch habt wollt ihr doch nicht Verlieren!?   Europa AfD Deutschland Bundestag Merkel Asyl Asylpolitik ;NOT
CenturioCis  Keine Aktivität seit 4.5.?  Wollte Bescheid sagen: Beim Surfen gesehen, dass   NoWehrMUC   Jaxxon2905   8694sundance   JustNobody2018  Deine Tweets bei  TwitterSupport melden. Anschließend bei Erfolg  (Löschung) auf  HetzlichenDank ver;NOT
Chebli auf dem Weg zum Breitscheid Platz. ;NOT
Chebli geht zum Kiosk.  'Ich hätte gerne den Schokoriegel mit dem Löwen vorne drauf!'  Kioskbesitzer: 'Lion?'  Chebli: 'Nein! Ich möchte ihn kaufen!     chebliwitze;HOF
Chebli wird im Auto von arabischem Polizisten angehalten.  'Alde, Führerschein'?  'Was ist das?'  'Das ist was mit Bild von dir drin!'  Chebli reicht ihm ihren Chanel-Taschenspiegel.  Er guckt rein. Sagt dann:  'Oh, isch wusst nicht dass du auch vom Polizei bischt Brudi!'  chebliwitze;HOF
Cheblis Vater beim Clantreffen:   'Wo geht's hier nach Aldi?'  Cheblis superschlaue Nichte verbessert: 'Zu Aldi!'  Chebli: 'Was? Schon zu Aldi?'  chebliwitze;HOF
Chemie Contract Service (CCS) aus dem Chemiepark in Genthin stellt im Auftrag von Discountern Haushaltsreiniger her  da Aufträge wegbrachen, kann der Geschäftsbetrieb nicht mehr aufrecht erhalten werden  60 Mitarbeiter von Insolvenz betroffen  futschi  ;NOT
Chemnitz: Syrer (18) geht nach Streit an Zentralhaltestelle mit einem Messer auf einen Deutschen (41) los  ;NOT
Clankrieg in der bunten Stadt Malmö in Schweden  letzte Nacht 2 Detonationen innerhalb 1 Stunde  im bunten Viertel Rosengård wurde Haustür, Fenster durch Druckwelle zerstört  Innenstadt eine Explosion vor Nachtclub  auch mehrere Schießereien in letzten Tagen  ;NOT
CO2-Steuer und Stromeinspeisekosten für Euch. Luxus-Tesla für grüne Apparatschiks. Verbotspartei ;NOT
Compact: Kalte Krieger in Pullach ;NOT
Congratulations ?? Björn Borg to 63th birthday!! ??  Sverige ????_ 5x Wimbledon _ 6x RolandGarros _ 64 titles.  DavisCup LaverCup Wimbledon AustralianOpen USopen   ATP FrenchOpen  USOpen DavisCup  ;NOT
Contra-Mag.:China deckt sich weiter mit Gold ein: Die chinesischen Goldreserven sind erneut stark gewachsen. Peking setzt stark auf das beliebte Edelmetall. Man will sich vom Dollar unabhängiger machen. Von Redaktion Beinahe zwei Jahre lang sind die… ;NOT
Contra-Mag.:DARPA will von Gedanken kontrollierte Waffen: Die Kybernetisierung des Krieges schreitet voran. Die DARPA treibt die Forschung an von Gedanken kontrollierten Waffen voran. Das ist gefährlich. Von Redaktion DARPA (Defense Advanced Research… ;NOT
Contra-Mag.:Elektroautos: Neue Batterien lösen großes Problem: Deutsche Wissenschaftler haben neue Batterien entwickelt, die Elektroautos billiger machen könnten. Zudem steigt die Reichweite durch eine höhere Energiedichte an. Von Irina Slav /… ;NOT
Contra-Mag.:Macron will dem strategischen Dialog mit Russland neue Impulse geben: Der französische Präsident Emmanuel Macron erklärte: „Europa braucht einen neuen Dialog über Fragen des Vertrauens und der Sicherheit in den Beziehungen zu Russland.“ Von… ;NOT
Contra-Mag.:Nahost-Vernichtungskrieg: Ein Plan zur Schwächung der islamischen Welt?: Geopolitisch macht der Versuch, die Golfstaaten in einen gegenseitigen Vernichtungskrieg zu zwingen, durchaus Sinn. Ein Gedankengang. Von Marco Maier Henry Kissinger… ;NOT
Contra-Mag.:Seyran Ates: „Der politische Islam übernimmt Deutschland“: Deutschland braucht eine radikale Kurswende in seiner Politik gegenüber dem Islam. Das sagt Seyran Ate?, prominente Frauenrechtlerin und Anwältin. Sonst drohe das Land vom politischen… ;HOF
Contra-Mag.:Warum investiert China Geld in der Arktis?: China investiert viel Geld in der Arktis. Was steckt dahinter? Die USA warnen vor einer Militarisierung der Region. Von Global Risk Insights In Rovaniemi versammelten sich Diplomaten, um den Zustand… ;NOT
Da hängt ein futschi in der Luft  in Planung steht, sämtliche Zeitungen der Du Mont Gruppe zu verkaufen  Mitarbeiter befürchten, dass beim Wechsel des Besitzers die Print-Ausgabe der Boulevardzeitung MoPo aus Hamburg eingestellt werden könnte  ;NOT
Da ist doch etwas faul! Ohne Vorbereitung und maximal untrainiert schlägt dieser Schwabbel den voll austrainierten Weltmeister! Sehr seltsam! ;NOT
da kann ich gar nicht soviel fressen wie ich kotzen könnte????  NUR DAS BESTE KOMMT NACH SCHLAND ???? ;HOF
da kann man gut lachen wenn man sich schön die Taschen füllen kann und  auf seine Themen Scheisst ????  selber fressen macht dick!!+was interessieren mich andere+ ;HOF
Da würde ich gar nicht lange fackeln. Ab nach Hause in die Heimat und da könnt ihr euren Glauben ausleben, so... ;HOF
da würden noch soviele Fressen mehr rein passen!??????????  aber leider platz mangel???? ;HOF
Dabei sollte jedem klar werden 'wieviel bzw wenig' UNBEKANNTE dafür aufbringen müssten um sich 'einer unliebsamen Person' zu entledigen??  ?? Wie wichtig..... mögl. ein gewisses umsichtiges  'Selfprotection/Security ...'  forward thinking ist/wäre ?? ;NOT
Dafür werden die Moslems vom Steuerzahler alimentiert.    Junge Männer verletzen Polizeibeamtin in Stendal | Stendal ;NOT
Daher umso wichtiger: Schland braucht noch mehr und vor allem neue Fachkräfte. ;NOT
Damit auch Diejenigen was davon haben, die den Schwager für den Täter halten.  Wenn er der Täter wäre, wäre sie nicht 40 Minuten vom Haus entfernt, sondern 3 Minuten.    Sucht endlich den richtigen Tatort, den Täter und lasst die Familie in Ruhe. Danke.    Rebecca findbecci ?? ;NOT
Damit auch Diejenigen was davon haben, die den Schwager für den Täter halten.  Wenn er der Täter wäre, wäre sie nicht 40 Minuten vom Haus entfernt, sondern 3 Minuten.    Sucht endlich den richtigen Tatort, den Täter und lasst die Familie in Ruhe. Danke.    Rebecca findbecci ?? ;NOT
Dänischer ???? Justiz-Minister Søren Pape Poulsen sagt:  'Kriminelle Migranten sind ein großes PROBLEM' für das Land.  Somalier (größte +kriminellste Migrantengruppe) sind 4x so kriminell wie gleichaltrige dänische Männer, gefolgt von Irak'ern und Türken.  ;NOT
Dank Merkel|s Willkommenskultur   Ta?arrush Multikulti Vielfalt Terror ;NOT
"Danke, Eintracht, für diese geile Europatournee. Danke! &lt;3   SGE CHESGE";NOT
dann Fresse ich lieber garnix??????  Diät auch mal gut?? ;HOF
darksun666 Ich wohne hier in einem Dorf,das ganz leicht ersichtlich,einen Sende und Empfangs Masten zu stehen hat!  Es bieten hier Vodaphon/O2/debitel  Ihre Dienste an aber Sie müssen wohl Miete an den Eigentümer bezahlen!  Anscheinend gibt es aber doch ;NOT
darksun666 Mit der Teilung derSende und Empfangs Station,so das speziell Vodaphon, O2 u debitel,die von Ihnen angepriesene Transferleistungen, nicht erbringen kann!Ich habe deshalb einen Vertrag mit dem Eigentümer geschlossen,der aber nur 10GB anbietet f;NOT
Das 2 Grad-Ziel ist technologisch nicht erreichbar.^^   Also strebt es auch keiner an, außer die Deutschen.     Das CO2-Syndrom   ;NOT
Das alles wird von Chinesen ersetzt werden und die Gruenen werden es überwachen. Das wird ein Habeck mit geistiger Gonorö dem identitäslosem Volk aka Deutsche, schon aufzwingen. Selbst nach schwerster Zerstörung u verachtenden Beleidigungen wachen die Deutschen nicht auf! ;HOF
Das Allgemeine Krankenhaus (AKH) in Celle und Peine schließt seine Abteilungen Schreibdienste und Archiv und vergibt sie an externe Dienste  18 Mitarbeiter sind davon betroffen  futschi  ;NOT
Das DRK-Krankenhaus in Luckenwalde ist seit mehreren Monaten insolvent  nach der Übernahme durch die KMG Kliniken war erst Personalabbau ausgeschlossen worden  nun flattert bei den Haustechnikern die Kündigung in den Briefkasten  futschi  ;NOT
Das 'Duell' Weber vs. Timmermans ist ja noch kuschliger als Merkel gegen Schulz. ??????????? TVDuell EP2019 ;NOT
Das extrem gute Gehör von Walen ist eine Notwendigkeit. Wer etwa bei einem Geigenkonzert 30 Blauwale vor sich hat, ist dann immerhin schon einen Kilometer von der Bühne entfernt.;NOT
Das Floskelbingo zur Europawahl2019. [Spielkarte 1/7] ??? Wahlen Wahlsonntag Europawahlen2019 bingo bullshitbingo GehtWaehlen TwitternWie18Uhr ;NOT
Das Foto zur Schlagzeile finde ich süß. Auch, wenn mir die kleinen Mohammeds etwas blass vorkommen.  Mohammed ;HOF
Das gibt für Berliner Bischof Koch Loyalitätsprobleme, 'Jesus-Greta' oder 'Stellvertreter Gottes auf Erden-Papst'. Für mich sind es 3 Scharlatane.    Greta Thunberg trifft Papst Franziskus in Rom ;HOF
Das in Roßlau von einem Nigerianer vergewaltigte Mädchen ist 9 Jahre alt.  ;NOT
Das ist Achmed. Achmed ist Istanbul-Terrorist und Mehrfachmörder. Früher war Ahmed Flüchtling in Österreich.  NurSo ;HOF
Das ist erst der Anfang.... die Deindustrialisierung läuft .... ;NOT
Das ist gut und ich hoffe es werden noch mehr. ;NOT
Das ist ja alles sehr mysteriös.   Erst Spuren da, dann doch nicht. Sanitäter, der Felgenreiniger Blut auf Terasse entfernt.  Nachtigall, ick hör Dir trappsen.  ;NOT
Das ist mehr als menschenfeindlich! Deutsche Justiz, was ist nur aus Euch geworden?! ;NOT
Das ist natürlich eine herbe Enttäuschung für die SPD. Wir werden jetzt das Ergebnis erstmal in aller Ruhe analysieren.    TwitternWie18Uhr;NOT
Das Kabinett beschließt 'strengere' Abschieberegeln. Ausreisepflichtige dürfen u.a. nun auch in Gefängnissen untergebracht werden. Bessermenschen finden das falsch. Und ich muss ihnen diesmal Recht geben. Denn eigentlich müsste Merkel dazugesperrt werden. ;HOF
Das kommt davon, wenn die Grünen-Wähler*innen immer mehr werden: Vegetarier, Veganer, Essgestörte, denen aufgrund mangelhafter Ernährung die Haare ausfallen, dadurch noch unattraktiver werden, die Brüste nicht weiter wachsen. Die Kehrseite der Medaille. Keine schönen Aussichten. ;HOF
Das kommt sehr bald auch in D. Und die Muslimbrüderschaften werden sich dann dem Kaetoffelstaat zur Kontrolle des Phänomrns andienen und damit zur staatstragenden Kraft. So geht Taktik. ;NOT
Das mögen wir Ossis nach 43 Jahren SED, dass uns irgendwelche Z-Promis wie im Betreuten Denken der DDR sagen, wen oder was wir zu wählen haben.  Ich weiß im Moment echt nicht, was ich widerlicher finde, euren Bericht oder eure Systemhuren? ;HOF
Das nenne ich konsequent! ?SriLanka wirft 200 islamische Geistliche aus dem Land.?   Warum geht das in ???? nicht? Müssen wir warten, bis die Saat des Hasses von Islamisten und Salafisten zu neuen Terroranschlägen führt? SriLankaTerrorAttack   ;HOF
'Das Netz dient als Speicher' ;NOT
Das Schöne am Klimawandel: Damit lässt sich von der massiven Steuererhöhung über die Einschränkung der Reisefreiheit bis zur Beschneidung von Meinungs- und Pressefreiheit jede Maßnahme rechtfertigen, die linken Psychpathen nur einfallen kann. Deshalb fahren die so darauf ab.;HOF
Das sind keine Beine, das sind Kack-Stelzen ;HOF
"Das steckt in den Jungs drin (DNA) Gefühl für Dreck, Matsche und Patsche; das hält lebenslänglich bei den Ückendorfer, sie nennt man nicht von ungefähr, Scheißer. ";HOF
Das Zerreißen des Korans in Bremen war dem ZDF einen 6-Minuten-Beitrag im Heute-Journal wert. Die 9-Jährige, die in Dessau von einem 'Flüchtling' aus dem Niger vergewaltigt wurde, kam nirgendwo vor.;HOF
"Dass Asylbewerber ihre Identität &amp; staatl. Herkunft fälschen/verschleiern, wissen wir und BAMF_Dialog. ??  Verwaltungsrichter: 'Asylsuchende wechseln zum Schein die Religion' !  illegalimmigration RefugeesWelcome cheat scammers Betrug  ";NOT
Dass es so lange dauert, bis der Bundeskanzler sebastiankurz seine Stellungnahme zu IbizaGate StracheVideo und Rücktritt des Vizekanzlers Strache abgibt, deute ich, dass im Hintergrund bereits zahlreich neue Minister gesucht werden. Dann Bundespräsident vanderBellen am Zug;NOT
Dass es so schnell ging und der Täter nicht weiteres Unheil anrichten konnte, ist der als 'rassistisch' verunglimpften Bevölkerung von Roßlau zu verdanken! ;NOT
Dass man über sowas überhaupt diskutieren muss. ?? ;NOT
Daucus_aureus  Hi, ich habe eine Frage  Ich finde dieses Bild nicht { hab im www gesucht}  Diese Grün-Feministen Cl.Roth, Chris Kühn, Ulle PiPaPo,Özcan usw. in  Rosa-PussyMützen????  Kannst du mir eine Quelle nennen od. Bild evtl. schicken?  Beim Ausschn;NOT
Den letzten Chatkontakt und WhatsApp Lebenszeichen hatte Rebecca auch nicht um 0.06 Uhr mit ihrer besten Freundin, wie sie selbst glaubte. Sondern um 1.07 Uhr mit jemand anderem, welcher auch überhaupt nicht, in keinster Weiße irgendwie verdächtig wirkt. ??    findbecci rebecca ;NOT
Den Satz muss ich mir merken, wenn sich wieder einer in die Luft sprengt!  Er wollte nur seine Relugion ausüben.. ?? ;HOF
Den Täter hätten sie, hättet ihr, am ersten Tag haben können.  Der sich mit Rebecca treffen wollte, löscht seinen Instagram-Account – Mehr schreibe ich nicht. ??    Holt den Täter ab. polizeiberlin    ;NOT
Denen muss ja der Arsch auf Grundeis gehen, wenn man sich anschaut, welshalb accounts gesperrt werden, die sich Sorgen um den Zustand unserer Demokratie machen. Auf der anderen Seite hetzen islam. accounts ungehindert und rufen zu Gewalt gegen Deutsche auf ! WAS ist da los ??? ;NOT
Der ????Chemie- und Pharmakonzern aus Basel gliedert den Bereich Specialty Ingredients aus, der Nahrungs- und Futtermittelzusätze herstellt  damit verbunden ist ein Stellenabbau von 130 Mitarbeitern  futschi  ;NOT
Der 'Der Islam gehört nicht zu Deutschland!' sagen über 90 % aller Befragten in einer TED-Umfrage! Ich schließe mich der Mehrheit an! ;HOF
Der einzige Vorteil dieser kassiererlosen Supermarktkassen: man kann ganz in Ruhe passend bezahlen und dem Roboter drei Pfund Pfennigmünzen in den Rachen werfen, ohne dass mich jemand bös anschaut.;NOT
Der Europawahlkampf von CDU und SPD läuft auf Hochtouren. ????EP2019 ;NOT
"Der Fall Rebecca,der als der Fall in die Geschichte eingehen wird, der die Qualitätsmedien gerettet hat.   Noch nie wurden so viele Bild+ &amp; Welt+-Abos abgeschlossen.   Unverschämt,wie eine Minderheit junger Mädchen sagt. Dem kann ich mich nur anschließen. ??    Findbecci presse";NOT
der friedliche Islam ????  hat ja wie jeder es kennt Respekt und Ehre vor jeder anderen Kultur ??  es geht eben schon von kleinauf los und hier bei uns soll es anders sein??????  Die lachen doch die SaudoofenDeutschen nur aus  UND  die haben es nicht anders verdient die Doofmichels ;HOF
Der größte Feind unserer Zivilisation ist der politische Islam! Wollen wir das erst begreifen, wenn es zu spät ist? Aufwachen! AfDwählen  ;HOF
Der harte Kern der Grünen ist bereit, eine Öko-Diktatur zu errichten, wenn es anders nicht geht.  Forderung von Katrin Göring-Eckardt: Grüne wollen Amazon verbieten, Retouren zu vernichten Verbotspartei ;NOT
Der Hemden- und Blusenspezialist Seidensticker aus Bielefeld schließt seinen Laden in der Innenstadt von Essen mit 6 Mitarbeitern  Textilhändler Desigual, Schiesser und Benetton haben bereits vor kurzem dicht gemacht, Billigläden sind eingezogen  futschi  ;NOT
Der kanadische Premierminister ???? JustinTrudeau wurde gefragt, was er und seine Familie tun werden, um die Umwelt zu schützen.  Das war ...ähm... seine Antwort:   ??????  CleanerFuture Waterbottle boxedWater FridaysForFuture Plastikverbot   ;NOT
Der letzte Fußball, das Areal der RWE-Abbrucharbeiter und die Zerstörung. Ein Dorf mitten in Deutschland, dass aufgegeben wird. Manheim ;NOT
Der Mann, der wegen Auschwitz in die Politik gegangen ist, trifft den Mann, der die Endlösung der Judenfrage vollenden will.  Maas und Rohani besprechen wohl die „Deutsche Staatsräson“... ;HOF
Der mittelständische Modefilialist Modepark Röther aus Michelfeld verkaufte  10 Jahre lang „neueste Trends der angesagtesten Mode-Marken.“ in der Bochum/er Innenstadt   nun schließt die Filiale und der Räumungsverkauf läuft  futschi  ;NOT
Der mutmaßliche Kinderschänder ist schon wieder auf freiem Fuß!  ???  Einer Freundin hatte Lena vergangene Woche in der Schule erzählt, was Dimitri D. ihr regelmäßig antut. Voller Angst fragte Lena: „Ist das normal? Macht dein Vater das auch?“  ??? ;NOT
Der nächste Beinahe-Blackout: 20. Mai 2019  Versorgungssicherheit =in DE inzwischen ein Fremdwort  RenewableEnergy am Mo.20.05.: 10,1 GW  obwohl Leistung von 107 GW vorhanden??  Nach 14.12.2018 +10.01.2019=dritter kritischer Vorfall!  EEG Wind Energiewende  ;NOT
Der neue Werbespot von Edeka zeigt zu viele weiße Menschen!  Man sollte noch eine Sequenz mit einem Moslem einarbeiten, der seine Tochter auspeitscht oder zwangsverheiratet.  Diversity!  Muttertag ;HOF
Der politische Islam ist im Kern antisemitisch, antichristlich und zutiefst undemokratisch - er gehört nicht zu Deutschland! ;HOF
Der Polizei ist es wichtig das Mädchen zu finden, deshalb in alle Richtungen.  Wer hat am Morgen des 18. Februar verdächtige Personen, Fahrzeuge gesehen oder Schreie gehört auf dem Maurerweg und Umgebung in Berlin Britz.  Bitte dies auch an die Polizei. Danke    Rebecca Findbecci;NOT
Der sicherste Maßstab dafür, dass etwas totaler Bullshit ist, ist immer noch eine aufgeregte Socialmedia-Diskussion mit Hashtag und pi pa po.;NOT
Der Sohn von Dr. Lübcke findet seinen Vater schwerstverletzt auf der Terrasse. Statt sofort den Notruf zu wählen, ruft er einen Freund an, der ehrenamtlich beim Arbeiter-Samariter-Bund tätig ist. Und dieser bringt Felgenreiniger zum Saubermachen mit. Da stimmt doch was nicht. ;NOT
Der tatort erinnert mich daran, dass ich mich spätestens in 10 Jahren kompostieren lassen sollte, um bloß nie von Pflege abhängig zu werden.;NOT
Der Tiefkühl-Backwarenhersteller Aryzta will die Standorte Mansfeld mit 180 Mitarbeitern und Artern mit 25 Beschäftigten schließen  Grund ist eine Produktionsverschiebung  futschi  ;NOT
DerBrainfucker Martin_Sellner Westernhagen empfiehlt Kokainkonsum, um nicht AfD zu wählen, Beck empfiehlt Crystal, ich empfehle, Menschen mit drogenbedingten Hirnschäden unter Betreuung zu stellen, um die Öffentlichkeit vor deren totalitären Ideen zu be;HOF
Derzeit sind in der Filiale von Galeria Kaufhof in Pforzheim noch 145 Mitarbeiter beschäftigt  der Standort bleibt erhalten, aber 30-40 Stellen müssen weg fallen  futschi  ;NOT
Dessau: Mann aus dem Niger vergeht sich am Pfingstsonntag auf dem Gelände einer ehemaligen Russen-Kaserne sexuell schwer an einem 9-jährigen Mädchen - nur Stunden später wird der Afrikaner nach einer Fahndung auch per Hubschrauber gefasst  ;NOT
Dessau-Roßlau: Es geschah am hellichten Tag.    'Die Kleine guckte mich an und weinte und weinte sie zeigte mir immer wieder wie blutverschmiert ihre Beine und Finger waren, sie fragte mich immer wieder mit Angst muss ich ins Krankenhaus?“    DISGUSTING    ;NOT
DetlefVoh7  Hi. Wollte Bescheid sagen, weil ich beim Herumsurfen gesehen habe,  dass  8694sundance +  JustNobody2018  Dich od. Deine Tweets bei Twitter Support melden, sich anschließend  bei Erfolg (Löschung od. Sperrung) mit   Hetzlichen Dank abklats;NOT
Deutschland 2019 - ein Irrenhaus:  Merkel und ihre Komplizen lassen  Millionen Illegale ins Land und verschärfen damit unter anderem die  Wohnungsknappheit. Linksextreme verüben Terroranschläge auf  Immobilieneigentümer und ...  ;HOF
Deutschland Bonn ???? Juni 2019 ;NOT
DEUTSCHLAND BRAUCHT ZUWANDERUNG????????  was ja bis jetzt gekommen ist sind ja nur Freunde und Bekannte die wollen ja alle auch nur Studieren--also nix Hände schmutzig machen??  dann her mit der nächsten Welle aus der Wüste die gut Teppiche ficken ehmm sorry flicken können???? ;HOF
Die 10 Gebote der Grünen Religionsgemeinschaft! Trotzdem: Frohe Pfingsten!   ;NOT
"Die 52-jährige Mutter hat mehr Ahnung als die ganze Berliner Polizei zusammen.??    Quelle Teiltext: Bild.de &amp; Bunte.de    Sorry, dass der überhebliche Idiot euch wieder auf den Sack geht – nicht allen.  findbecci, sucht endlich nach einer lebenden rebecca an den richtigen Orten. ";NOT
Die alte SED und die neue SED! ????  mhh ja ficki ficki für Deutschland????    ;HOF
Die Älteren werden sich erinnern: vor der Bundestagswahl 2009 wurde die FDP genau absurd überbewertet wie heute die Grünen. Vier Jahre später flog sie aus dem Bundestag. Forsa;NOT
Die AmadeuAntonioStiftung, deren Hauptfunktion im Braunfärben jeder Form von Nonkonformismus besteht, hat sich eine neue Opfergruppe erschlossen: Die Aufarbeiter von SED-Verbrechen.    ;HOF
Die Ängste vor dem Staat, vor den Nachteilen die sich für jeden persönlich ergeben könnten, sind nicht anders als vor 40 Jahren in der DDR. Das Volk wurde indoktriniert u selbst unter den AfD Wählern, gibt es leider noch viele, die sich nicht öffentlich zur AfD bekennen würden.;NOT
