text;hof_OR_none
"Sandwich mal anderes ????    ....;;......man wird sich wohl dran gewöhnen müssen !!!!???? ";HOF
"Salvini MatteoSalviniMi hält die jüdisch-christliche Prägung, die Traditionen, Werte &amp; Identität der Italiener u. von Europa hoch.  Italien'ische Wähler ??: Kein Priester, kein Bischof ??, kein Papst hat diese Botschaft so intensiv &amp; emotional gebracht  ";NOT
Sachsen | ?? AfD_SLT möchte Rehkitze mit parlamentarischer Initiative vor Mähmaschinen bewahren!  Dazu der Tierschutzpol. Sprecher und OB-Kandidat für Görlitz, SebastianWippel:  'Die AfD fühlt sich dem Tierschutz in besonderem Maßen verpflichtet!' ;NOT
Sachen die keine Sau interessiert... ?????  Weltfahrradtag;HOF
sabine_mueller1 Wettervorhersage in ARD DasErste  ??Niedersachsen und Kiel mit  26 °C  DUNKELROT (!)??  ... Ich hoffe, Sie bemerken ein klein wenig wie  hier manipuliert wird (und das ist nur grafisch).  Sommertemperaturen, die in meiner Kindheit  [80e;NOT
"ruthlissy  Hi. Wollte Bescheid sagen, da ich beim Herumsurfen gesehen habe, dass   8694sundance +  JustNobody2018  Dich od. Tweets von dir an TwitterSupport melden.  Bei Erfolg (Löschung/Sperrung) klatschen sie sich mit ' HetzlichenDank' ab.  --&gt;am";NOT
ROT-ROT-GRÜN! Klingbeil lässt die Katze aus dem Sag.   Das Ziel von Merkel und ihrer rotgrüne Bande ist fast erreicht. Ich gratuliere Erich Honecker posthum.  Die CDU und SPD sind am Ende und seine Genossen an der Macht. ??  ;HOF
Rot-rot-„grüne“ Politik: Teuer, umweltschädlich, menschenfeindlich und nicht praktikabel. Angeblich „grüne“ Politik bedeutet Rückschritt, und nicht Fortschritt. Progressive Politik sagt Ja zum Verbrennungsmotor. AfD BVG Elektromobilität     ;NOT
Roter Filz! Wie ist das in Rheinland- Pfalz? SWR- Reportage? Fehlanzeige! Aber wir bleiben dran!  ;HOF
Rot-Blau hat gewonnen. Glückwunsch! Misstrauensantrag;NOT
Rot so Rot sind alle Verlierer????  Der Schulleiter Johannes Grod von der Aschaffenburger Fröbelschule, welche extra für den Ramadan das Schlufest verschiebt, ist übrigens, oh Wunder, oh Wunder, ein Mitglieder der ANTI-deutschen Scharia Partei (SPD)  ????    Zufälle gibt's... ?? ;HOF
"Rollenspielfreaks haben längst D&amp;D aufgegeben und spielen nächtelang den Wahlomat durch, mal als böswilliger Neoliberaler, mal als geifernder Stalinist, mal als panischer Ökojesus. ?????";HOF
Rolex 'Mohammed' Cheblis Antwort auf Fat-Siggis Kritik an der Migrationspolitik des Merkels-Regimes. ??  nun werden sich die Augen gegenseitig ausgehackt  WUNDERBAR  Nichtskönnerin mit hohlem Kopf aber toller Uhr  gegen Fatmann der gegen das Pack ist  auf geht es zum UNTERGANG der SPD ;HOF
RolandGarros FrenchOpen RG19   ;NOT
Rodgau: Behinderte in Obdachlosenheim abgeschoben - Und Flüchtlinge bekommen Reihenhäuser verrückt  ;HOF
Rheinzeitung (RZ) in Rheinland-Pfalz hat es abgelehnt, diese Anzeige für mehr als 2700 € zu drucken! Begründung: Keine!  Muss man sich bei sinkenden Auflagen und dem Anspruch auf Unabhängigkeit, leisten können! Der Innenminister (SPD) ist mit dem Verleger verwandt! RoterFilz ;HOF
Retweete diesen Tweet, wenn du auch dafür bist, dass “Flüchtlinge“ in Wohngebiete von Grün-Wählern angesiedelt werden????;HOF
"Rennende Männer in muslim. Gewändern laut AllahuAkbar rufend  lösen Panik &amp; Anschlagsangst aus --&gt;Polizei_NRW_K kontrolliert (??gefunden)  NRW-Reul und DPolG Wendt: Richtige Reaktion d Polizei.??  Sawsan Chebli entdeckt derweil neue Rasse,'antimuslim. Rassismus'  +spaltet ????. ";NOT
Reisende unter Schock! 50 Linksradikale greifen Bus voller Krebs-Patienten in Berlin- Kreuzberg mit Eiern, Tomaten und mit Farbe gefüllten Bechern an links Antifa ;NOT
Reinhard Sebastian Zimmermann  Musikprobe auf dem Lande  1891 ;NOT
'Regierung soll sich an Recht + Gesetz halten' - bei Grenzwerten.  Warum nicht beim Grenzschutz, du Nervensäge Robert Habeck?   illner;HOF
Rechte Kreise! Arschlöcher sind das! Braune, dumme Arschlöcher! FCKNZS ;HOF
Recep Tayyip Erdogan???? =best man bei Mesut Ozil's Hochzeit.  Bei Amine Gül?e fehlen aber Schulter-u. Kopfbedeckung ????????  Oezil with Dictator  ;NOT
realJohr Zumal sich dat Erika besser mal entschuldigen sollte.;NOT
realJohr zueguesurfer Das sind doch keine Patrioten ! Sie stehen doch nicht zu demokratischen Grundordnung !;NOT
realJohr zhbbibo Demokratie ??.  noafd;NOT
realJohr Wie in der Werbung: „Nimm 5 zahle 1“ ??;NOT
realJohr Wie bereits erwähnt: Hetzkrähe.;HOF
realJohr Wenn zwei das Gleiche machen...;NOT
realJohr Wenn man die Zukunft im Gestern wähnt, macht das doch Sinn?    Nein, auch dann nicht.;NOT
realJohr Wenn eine Partei keinen Plan hat, dann kann sie nur hetzen;NOT
realJohr Was der Alkohol aus den Menschen macht !;NOT
realJohr Vielleicht einer von denen, dessen Lebensplanung nicht aufgegangen ist und jetzt einen Schuldigen braucht.;NOT
realJohr und DAS ist gut so!    frei nach Klaus Wowereit;NOT
realJohr Übel, da scheint eine kritische Masse erreicht. Vielleicht doch Putin? ^^;NOT
realJohr Tschööh Ger... ääh Dingensdah ??;NOT
realJohr Super! Sie haben sich mittlerweile selbst erkannt und geben alles zu! ;NOT
realJohr SteinbachErika  ist eine Schande für jeden ehrlichen Pflegefall.  Mehr fällt mir zu dieser Person nicht ein.  NiemalsAfD  NiemalsRechts   NazisRaus;NOT
realJohr StBrandner Schon wieder Sinnfreies von unserem Mr. Long Dong ?;NOT
realJohr StBrandner In seinem Kopf da wohnt ein Geist, der ständig ihm aufs Kleinhirn scheißt!;HOF
realJohr StBrandner Er spricht doch von seinem Verein. Wenn er Deutschland oder Vaterland meint, dann meint er seinen hohlen möchtegern Verein NSAfD!;HOF
realJohr StBrandner Au weia, da ist dem Brandner ein Fehler unterlaufen: Er hat aus Versehen Deutschland ... ... geschrieben....es muss aber Dank ... heissen.;NOT
realJohr Sind also schwer beschäftigt, die 'Altparteien' bei allem zu überholen, was sie denen vorwerfen. Da bleibt für anderes leider keine Zeit. NoAfD;NOT
realJohr schautnichtweg Armer DushanWegner;NOT
realJohr Och nö!  Reicht schon, dass wir den Herrn Vogelschiss hier in Hessen hatten.??;NOT
realJohr Nutzt halt leider nichts.;NOT
realJohr Nicht jeder wird im Alter weiser.??;NOT
realJohr nazis und afd sind ??????;HOF
realJohr Na, jetzt greifen die Honks, unter der Führung ihrer braunen Hetz- und Hass- Schachtel an und kommen aus ihren rechtsversifften Ecken. Wenn dann noch die Dummheit der Flatrate-Nazis in der Dauerschleife des Hasses und der Hetze aufgeht, haben si;HOF
realJohr MPKretschmer Sehr interessanter Beitrag. Wenn das alles so stimmt - Twitter sei Dank zweifele ich daran -, dann ist der Osten ja doch noch nicht verloren...;NOT
realJohr Mountaindream5 Die AfD hat für gar nichts durchdachte Konzepte.   Die können nur 'Ausländer raus!' brüllen und sich über ein 16 jähriges Mädchen echauffieren! Sonst ist da durch und durch nur heiße Luft!;NOT
realJohr Moritzbhg Seit diese Gestalten im Bundestag sind, müssen alle Anderen Abgeordneten auch im Bundestag Ihr Bodyguards dabei haben! ??????;NOT
realJohr MalteKaufmann ich lach mich kaputt wenn ich das gewusst hätte in meiner Schulzeit dann wäre ich auch Ehren DR. ohne was dafür zutun -lach das ist doch alles PR oder !!;NOT
realJohr MalteKaufmann Greta setzt sich nicht für die Umwelt ein, sondern für den Umsatz der Energiebarone, die mit Windrädern Milliarden verdienen, obwohl damit Insekten und Vögel geschrottet werden. Und geltungsbedürftige Kids folgen ihr.;NOT
realJohr Mal sehen, wer sich seinen Ruf als Mediator ruinieren will...;NOT
realJohr luciamertins So sieht eine gesinnungstechnische Abwärtsspirale aus.Und der ist Richter?keine gute Entwicklung.arme Sau.;HOF
realJohr LoveGuerillos MalteKaufmann Das frag ich mich auch da stimmt doch was nicht. Aber ohne aufrechte Antifaschisten die mit Herzblut gegen den braunen Faschisten Verein AFD, Nazis kämpfen. Das unser buntes vielfältiges Deutschland nicht im braunen;HOF
realJohr LahmeMichaela oh Mann ;NOT
realJohr Kretschmers CDU macht nichts anderes.;NOT
realJohr Klaus90469 Gretas Ehrendoktor ist eine Massenware.  OB gibt es immer nur EINEN.;NOT
realJohr Klaus90469 Erika Steinbach ist faktoid. Sie wähnt sie wo keine sind.;NOT
realJohr Kann man einen Staatsbeamten wegen einer solchen Aussage entlassen?;NOT
realJohr Irr und wirr wie die gesamte Nazi - Bande, egal wie sie sich grade nennen...;HOF
realJohr Irgendwas muss man für die eigenen Spezies doch tun. Typisch 'Nicht-Altpartei'?!??;NOT
realJohr Immerhin gibt die AfD Berlin zu, dass sie selber die falschen Schlüsse ziehen ?? ob man damit jetzt gleich werben soll, ist natürlich die Frage.;NOT
realJohr Ich werde diesen üblen Nazi StBrandner , also den Reichstagsbrandner, jetzt auch blocken.    Soll sich seine bekackte Reichweite woanders suchen.;HOF
realJohr Ich glaube es ist mal wieder überfällig davor zu warnen, es sich zur Lebensaufgabe zu machen, solche Idioten zu hypen. Ihr besorgt genau wie Talkshows und Politmagazine deren Werbung! Genau das wollen sie, was Ihr liefert. Maximale Empörung. Nen;HOF
realJohr Hassüberschuss! Hat wahrscheinlich 2 Tage verzweifelt nach 'passenden' Straftaten gesucht und nix gefunden.  Steinbach;NOT
realJohr Hab sie ja schon gefragt, ob sie den falschen Artikel verlinkt hat. Anders ist das nicht zu erklären.;NOT
realJohr Gott, ist das albern!;NOT
realJohr georgloesel Wer einen Dr. Titel der Kirchenlehre hat, hat von Glauben vielleicht AHNUNG, aber Wissen von Wirtschaft kaum.;HOF
realJohr Genau das habe ich auch die letzten Jahre gedacht... Und was hört man über arbeitsmarktpolitische Themen...? Und Umweltthemen...? AfD ist ohnehin nicht wählbar für mich und wenn sie dann User bei Kritik gleich blocken zeigt das kein wahres Demo;NOT
realJohr Frohnmaier_AfD Die Abgeordnetenentschädigung liegt ja nur bei 9.780,28 Euro. ;NOT
realJohr foffo Wieviel Weitsicht die Polen schon vor zig Jahren hatten...;NOT
realJohr foffo Frau Steinbach Demenz vorzuwerfen ist unredlich weil es alle Demenzkranken  beleidigt. Hirntod ist der richtige Ausdruck für die.;HOF
realJohr Ekelhaftes Nazipack!;HOF
realJohr Eine Spendenaffäre hat die CDU auch;NOT
realJohr Ein Polizeikommissar, der wie Göbbels tönt!  Und einen Eid auf das GG abgelegt hat!  Und dieses verhöhnt und missbraucht ??;NOT
realJohr Ein Hoch auf die Demokratie!;NOT
realJohr Dushan hat mit Sicherheit nicht nur einmal zu heiß 'geduscht';NOT
realJohr Dr. Typ von Gehirnlos wird demnächst seine Doktorarbeit Unterdietfurt Lupe genommen.;NOT
realJohr Doppelmoral ist deren einziger moralischer Standard.;NOT
realJohr Diese Form von Wahlkampfeinmischung aus dem Ausland geht scheinbar wohl klar. Sind ja immerhin keine Russen.;HOF
realJohr Die sind zu stark mit ihrem Hetzprogramm beschäftigt. afdwirkt NoAfD NazisRaus;NOT
realJohr Die ganze FPÖ ist moralisch fragwürdig.;NOT
realJohr Die Frau Steinbach ist ein Soziopath. Anders kann diese Reaktion nicht erklärt werden.  Ach ne, stimmt nicht. Sie könnte statt dessen auch eine notorische Lügnerin sein.;HOF
realJohr Die Alte ist total durchgeknallt...;NOT
realJohr Die AfD hat doch nur ein einziges Thema: Biodeutschsein und daraus Eliteableitung konstruieren. Ende. Wie soll sie sich denn bei Themen verhalten, bei denen Nachdenken gefragt ist? Eben! Gar nicht!;HOF
realJohr Der sieht irgendwie ewie seine Frau aus. Dieser Blick??;NOT
realJohr Der Bundespräsident hatte nicht vor, sich mit Honks zu unterhalten.;NOT
realJohr Der alten Frau will man am liebsten hinterher rufen: 'Oma, nimm dein Ritalin und leg dich schlafen - Aufmerksamkeit kriegst Du eh nicht, egal was Du machst';NOT
realJohr Böser     Ganz böser Pinguin     (Muss mit tiefer Stimme gesprochen werden);NOT
realJohr Bitte den Oberkellner nicht beleidigen!  Die Gäste sind durstig!;NOT
realJohr Baron_Snoopy Mehr als Totalschaden hat die;HOF
realJohr aus dem kommt eh nur Sinnfreies ...... Seine Auftritte im BT ist das reine Kabarett - Programm;NOT
realJohr ArnIstBoehse Wozu auch? Die selbst sind doch versorgt.;NOT
realJohr Also mit Vollgas in den Abgrund???   Demokratiestirbt  NazisRaus  fckafd  NoNeo;HOF
realJohr Also Kohlekraft abschaffen  Ist teuer und wird nur unnötig am Leben gehalten  Unsere Automarken dazu bringen umzurüsten auf saubere Motoren wie Brennstoffzellen und Elektroantrieb;NOT
realJohr AfD-Konzept:    Deutsch - Gut ??  Nix Deutsch - Nix Gut ??;NOT
realJohr aemwe3007 Frohnmaier_AfD Gott, muss Sie ja hart getriggert haben, dass der Typ ein T-Shirt im BT kritisiert...;NOT
realJohr Ach, der Duschhahn....die Faschisten verwechseln immer kritische Berichterstattung mit Hetze und ihre eigene Hetze mit Kritik. Es ist ein Fakt, dass sie wiederholt ihre Follower aufgepeitscht hat, das ist keine Hetze.;NOT
realJohr Ach so, MalteKaufmann findet das Vernichten neuwertiger Ware völlig ok. Gut zu wissen, wenn die noch mal von 'Naturschutz' reden oder von bedürftigen Menschen.  Dann wohl auch, dass Amazon trotz Milliardengewinn 0, 00 Steuern bezahlen muss.;NOT
realJohr 07cavio Sag ich doch schon länger... Sachsen an Putin verkaufen!;NOT
Reaktion auf meinen Kommentar, dass Kopftücher für sechs bis zehn Jahre alte Mädchen keine gute Idee sind, ihnen ein Stück Freiheit und Kindheit nehmen. Die Wortwahl spricht für sich. Durch so einen Dreck lasse ich mich sicher nicht einschüchtern ?? ;NOT
Raus aus Deutschland? Daniel Stelters  vernichtenden Analyse der GroKo, die nicht in der Wirtschaftswoche erscheinen durfte. ;NOT
Räuber Ali und seine Kumpels hetzen 16-Jährigen durch die Innenstadt von Bonn.  ;HOF
Qualität setzt sich immer durch. Was wohl immer so drin ist. Gewürze ueberdecken oft so einiges vom Kunden ungewollte. ;NOT
Quadrateule baerbeli04 123korona Sehe ich auch so,   aber Verhütung ist haram.  Arbeiten für den eigenen Unterhalt scheinbar auch....;HOF
Pst! Nicht weitersagen??  Daten der unverdächtigen NASA GISS zeigen ein Sinken der globalen Oberfl.temperatur d. vergangenen 2 Jahre -0,56°C ?? (was im Widerspruch zur vorhergesagten globalen Erwärmung steht)  ClimateEmergency Klimakrise FridaysForFuture  ;NOT
Prenzlau: 3 Tschetschenen greifen nach Streit einen 11-Jährigen an, würgen ihn am Hals, so dass Würgemale entstehen, treten und schlagen ihn bis Zeuge einschreitet - Mutter und Onkel des Kindes machen 2 Angreifer vor Asylheim ausfindig Zivilcourage  ;NOT
Pravda-tv: Durch Trump-Besuch zementierte Allianz wird zur Umkehrung der Bewegung nach dem 9/11 Putsch führen: Der Besuch von US-Präsident Donald Trump im Vereinten Königreich letzte Woche hat Risse in der Anglo-Allianz geheilt und wird sicherstellen,… ;NOT
Post nach Straßburg geschickt. EP2019 ;NOT
Popcorncontent des Tages. ??    (Leute, die die AfD hassen, weil sie ihnen ...Achtung! ??... zu links ist!) ;NOT
"Polizei verärgert,weil sie Details aus Instagram preisgibt,jedoch nicht ihnen.  Ist das nicht traurig. Das sagt mir,dass sie gar nicht erst ihren Account angeschaut haben &amp; ihre Konversationen gelesen haben,sondern nur Stur in eine Richtung ermittelt haben.     findbecci rebecca";NOT
Polizei sucht mit Stangen und Schaufeln nach Rebecca !!! ??    findbecci endlich, sucht rebecca freeflorian schwager    ;NOT
Politiker von SPD und CDU haben offensichtlich eure TwitternWie18Uhr Tweets auswendig gelernt und geben sie 1:1 wieder. EP2019;NOT
Pianistin .... ??  Bankräuberin...? ???????  Viel zu schön für    200 Jahre... ;NOT
PI: Markus Lanz auf Lunge Tiroler um Mitternacht: Von PETER BARTELS | Der Politiker mit der Fielmann-Brille war 41… Der Blogger mit der roten Bürste 44… Der Tiroler mit den Scharr-Schühchen 50… Die restlichen 117 Jährchen waren Hintergrundrauschen:… ;NOT
PI: Jetzt flüchten sogar die Venezolaner nach Europa Deutschland 2019: Mehr Zuwanderung – mehr Nebenwirkungen: Von EUGEN PRINZ | Die Human-Golfstrompumpe namens Zuwanderung, die Menschenmassen aus aller Herren Länder nach Süd- und Mitteleuropa schaufelt,… ;HOF
Pfingsten ändert sich über die Jahre??????  früher Pfingstochse  heute SPD-Schweine?????????? ;HOF
peteraltmaier Richtig, Herr Altmaier, wehret den Anfängen!     Keine Diffamierung und Ausgrenzung der Opposition, keine Zensur, keine Gesinnungsdiktaur durch Politische Korrektheit.     Keinen Amtisemitsmus, keine Christenverfolgung, keine Frauenunterdrü;NOT
Parteien-Medien-Komplex:  Parteistiftung (KonradAdenauerStiftung) kooperiert mit  Zeitung FAZ (Wahrheitsmedium) um auf Twitter  gesponserte Wahlwerbung zu machen und beim Wähler  einseitig Angst zu schüren ('Angriff') ....  EuropaWahl2019 EUelections2019 ;NOT
Parallel zur Wahlbenachrichtigung hier in Bayern hatte ich jetzt auch meine Wahlkarte für die gleiche Wahl, nur in Österreich, in der Post.    DE: Alle sind in heller Aufregung, kann nicht sein, was tun?! ??    AT so: “Ja schicken Sie sie halt zurück. Nur nicht 2mal wählen, gell?” ??;NOT
Pädophilie: Der alltägliche Missbrauch in einer grünen Kommune! Da wird einem nur noch schlecht! ;HOF
Pack schlägt sich....Bei dem Polen würde es mir auch in den Fingern jucken, aber ich bin ja kein Prolet, ich habe Argumente, die sind schärfer als alle Waffen.    Schläge ins Gesicht: Lewandowski und Coman prügeln sich im Training ;HOF
p4fBerlin PeterVorsmann Vor allem: WER sind die S4F-Wissenschaftler=KLIMA-Wissenschaftler?  Dabei sind Forschende, ergo Studenten, wiss. Mitarbeiter, Institutsangehörige,  Kabarettist\Zauberkünstler\Moderator E.v. Hirschhausen  =immer dicker werdender D;NOT
ostmann1977 LVZ daniel_bruhl ElleVisionnaire brigittebrochet boxingondvd danielkehlmann Und 'Fremdenhass', der AfD u. Anhängern unterstellt wird, ist kein Hass, sondern Angst vor 'Flüchtlingen', die angeblich Schutz in Deutschland suchen und kaum ;HOF
Österreich: Kopftuchverbot an Grundschulen!  Die Regierung in ???? zeigt dank der FPOE, wie es geht. Stoppt die Islamisierung auch in Deutschland!  AfD Bundestag   ;NOT
Österreich beherrscht auch heute die Titelseiten der deutschen Zeitungen. ;NOT
Oops  Das US-Gerichtsjournal CourthouseNews postete einen unvoreingenommenen Artikel über die Klage v 3,000 Architekten, Ingenieuren,Anwälten, Hinterblieb. gegen FBI, um der Wahrheit der Ereignisse vom 9/11 näher zu kommen.  2 Tage später: ??  FBI911Lawsuit  ;NOT
Oldenburg. Ein 25-jähriger Sudanese hat in einer Flüchtlingsunterkunft sein 28-jähriges Opfer bei lebendigem Leib skalpiert. Dazu musste er mehrmals nachschneiden. Der Mann aus Eritrea ist noch am Tatort verstorben. Urteil: Zweieinhalb Jahre Haft.;NOT
Oh, das ist aber übel! Da muss sofort was unternommen werden. Das ist nicht zu vergleichen mit der Industrie. Hier geht es um Diversität, nicht um die Grundlage des Wohlstands. Hier brennt die Hütte! ;NOT
Oh je  Ein Nigerianer wurde wegen Handel mit getrockneten Babys ???????? verhaftet.  Mit diesen in Stoff gewickelt u. für Rituale verwendet (in Nigeria bek.) wollte er Geld verdienen.  Seine Frau holte die Polizei, als ihr Baby (1 Monat alt) plötzlich verschwand. ;NOT
Oh je  Das hatten wir in der DDR bis zum Würgen.....  Karl Marx, Kommunistisches Manifest, Abriss der Geschichte des Marxismus-Leninismus.  á la FDJ-Studienjahr  Und das in der Bundesrepublik 2019?? ??  Deutschland ????  ;NOT
Oh je  ...Die tektonische Eurasienplatte ist das Beste, was  die tektonische Eurasienplatte je geschaffen hat. ??  *Ohne Europa kann man nicht frei leben, studieren, arbeiten. Ohne die Platte auch nicht. [Baerbock]  Es leben die Die_Gruenen ?????????  Europawahl  ;NOT
Offene Grenzen fördern Biodiversität!???? ;NOT
Offenburg: 'Die Polizei wollte wissen, ob unser Vater friedliebend ist. Und, ob er fremdenfeindlich ist. Dann hat der Polizist noch gefragt, wie viel Alkohol unser Vater trinkt. Unser Vater trinkt nicht. Der hat noch nicht einmal ein Bier im Kühlschrank.“  ;NOT
Offenburg: Detlef J. (75) erkennt seine Söhne nach dem brutalen Angriff nicht mehr wieder, wird vermutlich zum Pflegefall - der Somalier hatte erst am Tag zuvor in Freiburg auf einen Taxifahrer eingeschlagen, wurde aber wieder auf freien Fuß gesetzt  ;NOT
Offenbar droht wieder ein Kinderkreuzzug zur Rettung der Welt vor den Ungläubigen.;NOT
"Offenbach &gt;80% Kinder und Jugendliche sind nicht Deutscher Herkunft,deshalb sollten Migranten ohne Deutschen Pass,in Deutschland wählen dürfen!  ";NOT
Ofen aus für die Bäckereikette Lila Bäcker  64 Filialen in Berlin und Brandenburg werden ab Freitag geschlossen  bei weiteren 15 Filialen steht eine Schließung bevor  270 Beschäftigte sind davon betroffen und brauchen nicht mehr zur Arbeit kommen  futschi  ;NOT
Oberhaching: 'Money, money!' Arabisch wirkende Kriminelle rauben in einem EDEKA unter Vorhalt eines Messer /s mehrere 10.000 € und lassen die Mitarbeiterinnen gefesselt zurück - die geschockten Frauen werden durch das Kriseninterventionsteam betreut  ;HOF
Ob die Grünen den Trittin wohl aus dem schalldichten Keller lassen, jetzt, wo die Wahl gelaufen ist?;NOT
Nürnberg !!!  Nach der Veranstaltung   “Rock im Park”  Da fällt mir nur eins zu ein....??  FridaysForFurture   (Vielen Dank für die zugesendeten Fotos) ;NOT
"Nur ne Frage an die Berliner Polizei &amp; Andere von einem Idioten. ??    findbecci endlich rebecca baqqu schwager schwagerwars polizeiberlin ";HOF
"Nur ne Frage an die Berliner Polizei &amp; Andere von einem Idioten. ??    findbecci endlich rebecca baqqu instagram bekanntschaft freund schwager schwagerwars polizeiberlin ";HOF
Nur ein Parteivorsitzender Ralf_Stegner kann die SPD jetzt noch retten! ??;NOT
Nur drei sinnvolle Aussagen/Sätze habe ich bis jetzt zum Fall Rebecca gelesen.  Wir haben es hier mit einem besonderen Fall zu tun.  Wenn doch alles ganz anders war.  Wer mit Drogen macht, tut das auch Mädchen an.   Und jeweils danach nur BULLshit.??    findbecci sucht eine Lebende.;HOF
"Nun ist es soweit.Ohne Angabe von Gründen hat Twitter (nachdem es eine Offensive vom linken Meldemob gab, bei der aber laut T.'kein Verstoß' festgestellt wurde!)mich gesperrt.Bitte teilen &amp; mir hier weiter folgen! Außerdem auf ";NOT
NRW-Polizei verteilt Flugblätter gegen Hochzeits-Korsos  ????Deutschland .... genau so Geistes gestört wie vor den Schwimmbädern solche Comic Schilder das man in der Zivilisation keine Frauen am Stück sexuell belästigt oder vergewaltigt für Merkels Falschflüchtlings Islamisten  1/2 ;HOF
npistcool usererrorx BerLindow mkdus Katja30299307 polizeiberlin Das dies wohl auch eine Täuschung war, ergab sich schon aus dem 'vor Wochen gefunden'. Eine DNS-Analyse dauert 90 Min. bis 8 Stunden. Da hätte sich dann die Frage gestellt, warum sie d;NOT
npistcool BerLindow Und ja, das ist ein richtig Brauner – Mit dunkler Hautfarbe. ??    Merkels Fachkräfte vertreiben echte Fachkräfte  ;NOT
npistcool BerLindow Und hier lies dir das mal durch.    Das Untergangsspecial, Soylent-Green-Special  ;NOT
npistcool BerLindow Hier bildlich.    12 Jahre Merkel ;NOT
npistcool BerLindow Falsch – Eingeredeter Schwachsinn.    Gesundschrumpfen oder Ausbluten? | APuZ  ;NOT
npistcool BerLindow 90Minjoker1 polizeiberlin Nix merkelmussweg, Merkel hätte nie passieren dürfen. Ich wünschte ich hätte eine Zeitmaschine und könnte das kaputte Kondom austauschen, aber auch die von anderen Vätern von Linken. Erst die DDR mit kapu;HOF
Notre Dame brennt.  Die Welt ist erschüttert.  Muslime feiern.    Keine Pointe.??;HOF
Noch ein Opfer linksgrüner Ökopolitik  die Gie­ße­rei Küp­per pro­du­ziert Ab­gas­krüm­mer und Tur­bo­la­der für den Ver­bren­nungs­mo­tor in Heiligenhaus  viele der 200 Mitarbeiter sind über 50 Jahre, bis Ende Juni stehen sie wohl auf der Straße  futschi  ;NOT
Niemals wurde das verlogene Spiel von Politik und Lügenpresse so offensichtlich wie in den letzten Tagen    afd ;HOF
Niedersachswerfen: Afghane (18) 'flirtet' im Freibad ein Mädchen an und fordert die 14-Jährige zu sexuellen Handlungen auf - attackiert mit seinen Begleitern den eingreifenden Freund des Mädchens körperlich, wobei ein Schlichter (17) verletzt wird  ;NOT
"Neulich mit einer Bekannten (Grüne) im Gespräch:    Ich:   'Ein Großteil der Wohnungsnot &amp; der Mietexplosion sind auf die 2-3 Mio Neubürger zurückzuführen!'.    Sie:   'QUATSCH!, DIE wohnen NOCH ALLE in ihren FLÜCHTLINGSUNTERKÜNFTEN??'.    Ich: 'ALLE 2-3 Mio??'     Sie: 'JA ??'     ?????";NOT
Neues Video aus dem 'bereichteren' Wien.  Inklusive 'Scheiß Österreicher' bei 0:26. ;NOT
Neues aus der Kategorie... echt KRANKER Scheiß im 'Wessi'-Land????     Die U17-Mannschaft des TuS Binzen feiert ihren Aufstieg in die Landesliga ohne Steak und Wurst. Aus Klimaschutzgründen gibt es Crêpes. Das Team will damit ein Zeichen setzen.   ;HOF
"Neuer Umfrageschock für die CDU  Ab 10.05.2019  von   • CDU 30% ==&gt; auf 27%  Die_Gruenen dagegen von  • Grüne 20% ==&gt; auf 26%  am 06.06.  Lt. Survey-Umfrage würden als Kanzler:  43% --&gt; Habeck  21% --&gt; Kramp-Karrenbauer  34% --&gt; Keinen von beiden wählen.  &gt;";NOT
"Neue Woche neues Glück. Jetzt können wir uns endlich mal auf die Suche nach Rebecca machen, besonders 'liebe' Polizei &amp; Presse.    Bilderrahmen gekauft, Sofortbildkamera eingepackt, u.a für..., Decke weg, vor 7.10 Uhr aus dem Haus – bestes Licht ist morgens.   findbecci rebecca";NOT
Neue Studie von Michael Haller zu Berichterstattung über Migrationspakt: ?SZ? und ?tazgezwitscher waren „Propagandisten“ des Pakts-Projekts“. ?tagesschau? mit „moralisierendem Belehrungsjournalismus“.? via welt ;NOT
NEOS fordern Entlassung der FPÖ-Minister: 'Es herrscht Gefahr in Verzug' | ;NOT
Nein zu Rassismus und Diskriminierung im Fußball! Die UEFA sollte ihren Wertekanon auch außerhalb von Werbekampagnen leben. Ausgrenzung des Armeniers Mkhitaryan in Baku ist inakzeptabel und widerspricht dem Geist des Fußballs. ;NOT
Nehme erstmals eine Muslima als TV- Reporterin im ÖRR bei Frontal21 wahr! Aber eine Islamisierung Deutschlands findet nicht statt? Es ist soweit! AfDwählen ;HOF
Naja und wer in Frankfurt (gerne bisschen dezentraler Richtung Stadtrand mit S-Bahnanbindung) eine hundefreundliche Wohnung (ab 60m2) mit Balkon oder ggf. Garten rumliegen hat, naja ihr wisst schon. ???? Bonuspunkte wenn sie nicht 4000€ kalt für 60m2 kostet hehehe. ?? ;NOT
nachdenklich2 HaraldNorth MoritzMichelson SilaStern Auf sie ist ein Kopfgeld von 5 Mio.$ ausgesetzt, für Auslieferung an USA. FBIMostWanted  (???? weigert sich)  In Jordanien u. anderen arab. Ländern als 'Heldin' gefeiert.  AhlamTamimi tötete 15, d;NOT
Nach der Übernahme schließt Unisan Schlauchsysteme GmbH ihr Werk bis Ende Juli in Dröschede und verlagert die Produktion ins unterfränkische Ebern  betroffen sind 110 z.T. langjährige Mitarbeiter, von denen jeder eine Abfindung von 3000€ bekommt  futschi  ;NOT
