text;hof_OR_none;text_tokens
Wer der alten Generation vorwirft der Jugend die Zukunft zu zerstören sollte mal einen genaueren Blick in die Vergangenheit werfen, tief in sich gehen und  sich davon mal drei Scheiben abschneiden! ;NOT;['wer', 'alten', 'generation', 'vorwirft', 'jugend', 'zukunft', 'zerstören', 'mal', 'genaueren', 'blick', 'vergangenheit', 'werfen', 'tief', 'gehen', 'davon', 'mal', 'drei', 'scheiben', 'abschneiden']
16-Jähriger entführt sein Date (15) und vergewaltigt sie gemeinsam mit seinen Freunden ;NOT;['16-jähriger', 'entführt', 'date', '15', 'vergewaltigt', 'gemeinsam', 'freunden']
Tja, wer da wohl seit ein paar Jahren immer nüchtern mit dem Auto und mit hoher Geschwindigkeit auf Promenaden, Gehwegen und Radwegen unterwegs ist?  AfD    ;NOT;['tja', 'wer', 'wohl', 'seit', 'paar', 'jahren', 'immer', 'nüchtern', 'auto', 'hoher', 'geschwindigkeit', 'promenaden', 'gehwegen', 'radwegen', 'unterwegs', 'afd']
??Mann sticht auf Obdachlosen ein und flüchtet  - Schnitt im Gesicht und Bauch (Not-OP)   - Berlin-Mitte     ??Ohne Täterbeschreibung??    Falkensee Potsdam Ketzin Oranienburg Beelitz Mittenwalde Eberswalde CDU AfD SPD Merkel    ;NOT;['mann', 'sticht', 'obdachlosen', 'flüchtet', 'schnitt', 'gesicht', 'bauch', 'not-op', 'berlin-mitte', 'täterbeschreibung', 'falkensee', 'potsdam', 'ketzin', 'oranienburg', 'beelitz', 'mittenwalde', 'eberswalde', 'cdu', 'afd', 'spd', 'merkel']
Wie ein Migrant Halle an einem Tag Bereichert  - Versucht Marmelade zu klauen  - attackiert 71 Jährige  - Schlägt Helfer, klaut Sonnenbrille  - Belästigt Frau sexuell  - Klaut Handy  - Klaut Lebensmittel  - Klaut Elektronik  JETZT erst prüft man einen Haftantrag ;NOT;['migrant', 'halle', 'tag', 'bereichert', 'versucht', 'marmelade', 'klauen', 'attackiert', '71', 'jährige', 'schlägt', 'helfer', 'klaut', 'sonnenbrille', 'belästigt', 'frau', 'sexuell', 'klaut', 'handy', 'klaut', 'lebensmittel', 'klaut', 'elektronik', 'erst', 'prüft', 'haftantrag']
Deutschland wird ein Land der Fußgänger und rettet das Weltklima.    Wer keine Arbeit mehr hat, muss ja auch das Haus seltener verlassen.  Ist also ein vernünftiger und durchdachter Plan.    Und wer was dagegen sagt ist ein Nazischein!     ;NOT;['deutschland', 'land', 'fußgänger', 'rettet', 'weltklima', 'wer', 'arbeit', 'mehr', 'ja', 'haus', 'seltener', 'verlassen', 'vernünftiger', 'durchdachter', 'plan', 'wer', 'dagegen', 'sagt', 'nazischein']
Was sagt der Zentralrat der Muslime hierzu , so wie zu unzähligen ähnlichr Vorfälle ? ? ? ??    Sechs junge Südländer prügeln 51-jährigen Deutschen ins Gleisbett  ;NOT;['sagt', 'zentralrat', 'muslime', 'hierzu', 'unzähligen', 'ähnlichr', 'vorfälle', 'sechs', 'junge', 'südländer', 'prügeln', '51-jährigen', 'deutschen', 'gleisbett']
Oldenburg: Sudanese rammt einem Eritreer nach dessen Angriff ein Messer in die Brust, skalpiert den noch lebenden Mann, der noch am Tatort verstirbt - das Gericht befindet Notwehr und schickt den gut integrierten Flüchtling für 2,5 Jahre in Haft Justiz  ;NOT;['oldenburg', 'sudanese', 'rammt', 'eritreer', 'angriff', 'messer', 'brust', 'skalpiert', 'lebenden', 'mann', 'tatort', 'verstirbt', 'gericht', 'befindet', 'notwehr', 'schickt', 'gut', 'integrierten', 'flüchtling', '2,5', 'jahre', 'haft', 'justiz']
Der nächste Bereicherer!  Es geht voran mit Deutschland ????! ;NOT;['nächste', 'bereicherer', 'geht', 'voran', 'deutschland']
'Ein psychisch kranker Mann war mittags auf dem Bürgersteig unterwegs und hatte gefährliche Waffen dabei.    Dort soll er nach EXPRESS-Informationen willkürlich einen Mann und dessen kleinen Sohn bedroht haben – mit Küchenmesser und  Hackebeil'    ;NOT;['psychisch', 'kranker', 'mann', 'mittags', 'bürgersteig', 'unterwegs', 'gefährliche', 'waffen', 'dabei', 'express-informationen', 'willkürlich', 'mann', 'kleinen', 'sohn', 'bedroht', 'küchenmesser', 'hackebeil']
Ich präsentiere euch:    Jans, Transmann ;NOT;['präsentiere', 'jans', 'transmann']
Milliarden von Euro für nichts vernichtet, während das Land weiter verfällt!    Knallhart zerpflücken die Experten den Energiewende-Bericht.    Sie sprechen beim CO2-Sparen von einem Totalausfall.    Merkelmussweg Klimahysterie  NoGrüne Klimasekte klima   ;NOT;['milliarden', 'euro', 'vernichtet', 'land', 'verfällt', 'knallhart', 'zerpflücken', 'experten', 'energiewende-bericht', 'sprechen', 'beim', 'co2-sparen', 'totalausfall', 'merkelmussweg', 'klimahysterie', 'nogrüne', 'klimasekte', 'klima']
Während von den weit über eintausend Straftätern der Kölner Silvesternacht gerade einmal drei (!) mit Ministrafen belegt wurden, zeigt der 'Rechtsstaat' bei der Verfolgung von 'Hassrede' im Netz ganze Härte.   Toll, Deutschland!   ;NOT;['weit', 'eintausend', 'straftätern', 'kölner', 'silvesternacht', 'gerade', 'drei', 'ministrafen', 'belegt', 'wurden', 'zeigt', 'verfolgung', 'netz', 'ganze', 'härte', 'toll', 'deutschland']
Visionäre und pseudo-religiöse Heilserwartungen, darunter apokalyptische Endzeitängste spielen beim Erfolg der Grünen eine wichtige Rolle. Als nächstes werden Bußen folgen: In Form von Steuern und Verboten. ;NOT;['visionäre', 'pseudo-religiöse', 'heilserwartungen', 'darunter', 'apokalyptische', 'endzeitängste', 'spielen', 'beim', 'erfolg', 'grünen', 'wichtige', 'rolle', 'nächstes', 'bußen', 'folgen', 'form', 'steuern', 'verboten']
Gerald Otten  ?Major der Bundeswehr  ?22 Jahre im Dienst der Bundeswehr und für Deutschland    Er schwor auf unser Land einen Eid und riskierte dafür sein Leben.     Abgelehnt zur Wahl in das Präsidium des Bundestag??es, das grundgesetzlich verbrieft ist. ;NOT;['gerald', 'otten', 'major', 'bundeswehr', '22', 'jahre', 'dienst', 'bundeswehr', 'deutschland', 'schwor', 'land', 'eid', 'riskierte', 'dafür', 'leben', 'abgelehnt', 'wahl', 'präsidium', 'bundestag', 'grundgesetzlich', 'verbrieft']
Er wütete auf Facebook: Nach Nazi-Vergleich: Grünen-Politiker muss sein Mandat abgeben ;NOT;['wütete', 'facebook', 'nazi-vergleich', 'grünen-politiker', 'mandat', 'abgeben']
Kassel 2 Nordafrikaner bedrängen 19 Jährige sexuell und begrapschen sie. Als sie sich zur Wehr setzt, prügeln und treten sie die 19 Jährige krankenhausreif   ;NOT;['kassel', '2', 'nordafrikaner', 'bedrängen', '19', 'jährige', 'sexuell', 'begrapschen', 'wehr', 'setzt', 'prügeln', 'treten', '19', 'jährige', 'krankenhausreif']
Überraschend?    Deutschland zahlt abgelehnten Flüchtlingen Geld, damit sie in ihre Heimat zurückkehren ??    Mehr als 2.500 Asylbewerber kamen trotz AusreiseGeld einfach wieder zurück.    Kassieren und Deutschland blamieren ... läuft ??    Merkelmussweg   ;NOT;['überraschend', 'deutschland', 'zahlt', 'abgelehnten', 'flüchtlingen', 'geld', 'heimat', 'zurückkehren', 'mehr', '2.500', 'asylbewerber', 'kamen', 'trotz', 'ausreisegeld', 'einfach', 'zurück', 'kassieren', 'deutschland', 'blamieren', 'läuft', 'merkelmussweg']
??DANIEL COHN-BENDIT - PÄDOPHÄLIE GRÜNEN POLITIKER im INTERVIEW ??  Mitschnitt mit Untertiteln von einem Video des heutigen Europa Abgeordneten der Grünen Daniel Cohn-Bendit. ;HOF;['daniel', 'cohn-bendit', 'pädophälie', 'grünen', 'politiker', 'interview', 'mitschnitt', 'untertiteln', 'video', 'heutigen', 'europa', 'abgeordneten', 'grünen', 'daniel', 'cohn-bendit']
Dieser Tweet ist unglaublich: Männer in weißen Gewändern rufen im Hbf Köln laut AllahuAkbar. Einer hat ein Messer.  Passanten rufen verängstigt die Polizei.   Die macht ihren Job ??  Wir brauchen eine Sensibilisierung für Staatssekretärinnen, wann man besser nicht twittern sollte ;NOT;['tweet', 'unglaublich', 'männer', 'weißen', 'gewändern', 'rufen', 'hbf', 'köln', 'laut', 'allahuakbar', 'messer', 'passanten', 'rufen', 'verängstigt', 'polizei', 'macht', 'job', 'brauchen', 'sensibilisierung', 'staatssekretärinnen', 'wann', 'besser', 'twittern']
Der Rechtsstaat im links-grünen Merkeldeutschland funktioniert so:  -Gegenteilige Meinung im Internet gepostet? Attacke, GSG9 mit Hausdurchsuchung und Festnahme.   -Trotz Ausreisepflicht noch immer hier? Polizei darf Wohnung nicht betreten.   Irrenhaus;NOT;['rechtsstaat', 'links-grünen', 'merkeldeutschland', 'funktioniert', 'meinung', 'internet', 'gepostet', 'attacke', 'gsg9', 'hausdurchsuchung', 'festnahme', 'ausreisepflicht', 'immer', 'polizei', 'darf', 'wohnung', 'betreten', 'irrenhaus']
Die Grünen sind brandgefährliche Linksradikale die 'bürgerliche Partei' spielen!    „Melonenpartei“ hat Franz Josef Strauß die Grünen früher genannt. „Außen grün, innen rot.“ Wie wahr diese Worte sind, zeigt sich auf höchst beschämende Weise in Bremen.'    ;NOT;['grünen', 'brandgefährliche', 'linksradikale', 'partei', 'spielen', 'franz', 'josef', 'strauß', 'grünen', 'früher', 'genannt', 'grün', 'innen', 'rot.\x93', 'wahr', 'worte', 'zeigt', 'höchst', 'beschämende', 'weise', 'bremen']
Lünen: Zwei Straßenräuber überfallen spätabends einen Passanten, bedrohen ihn mit Messern, während einer von ihnen mit südländischem Akzent Geld fordert  ;NOT;['lünen', 'zwei', 'straßenräuber', 'überfallen', 'spätabends', 'passanten', 'bedrohen', 'messern', 'südländischem', 'akzent', 'geld', 'fordert']
ARD ZDF   Verfluchte Bande! ;NOT;['ard', 'zdf', 'verfluchte', 'bande']
Ei was hab ich schon wieder für ne prächtige Laune, wenn ich diese lustigen jungen Männer sehe.     Ihr auch? ;NOT;['ei', 'schon', 'ne', 'prächtige', 'laune', 'lustigen', 'jungen', 'männer', 'sehe']
Chebli twittert sich um Kopf um Kragen: Anti-Terror-Einsatz ist „antimuslimischer Rassismus“ ;NOT;['chebli', 'twittert', 'kopf', 'kragen', 'anti-terror-einsatz', 'rassismus\x93']
Gegen den stellvertretenden Landesvorsitzenden der Linke Andreas Neumann läuft ein Ermittlungsverfahren der Staatsanwaltschaft. Der Grund dafür liegt darin begründet, dass seine Promotionsurkunde nicht echt sein soll. ;NOT;['stellvertretenden', 'landesvorsitzenden', 'linke', 'andreas', 'neumann', 'läuft', 'ermittlungsverfahren', 'staatsanwaltschaft', 'grund', 'dafür', 'liegt', 'darin', 'begründet', 'promotionsurkunde', 'echt']
Das ist ja der Knaller!!!  Die und Waffen zum Schutz gg Rechte.....????  Wer in Deutschland, außer die Polizei trägt Waffen und benutzt sie auch???  Ich habe in Deutschland in den letzten 15 Jahren nicht einen einzigen Rechtsradikalen gesehen, ihr etwa? ;NOT;['ja', 'knaller', 'waffen', 'schutz', 'gg', 'rechte', 'wer', 'deutschland', 'außer', 'polizei', 'trägt', 'waffen', 'benutzt', 'deutschland', 'letzten', '15', 'jahren', 'einzigen', 'rechtsradikalen', 'gesehen', 'etwa']
Peter Weber, erfolgreicher Unternehmer  hat  rund 2,5 Mill.für wohltätige Zwecke gespendet, ist jedoch bei den rot- grünen Gemeinderäten in Ungnade gefallen.   Er hat mehrere Videos produziert, in denen er Merkels politische Irrwege kritisiert.     ;NOT;['peter', 'weber', 'erfolgreicher', 'unternehmer', 'rund', '2,5', 'mill.für', 'wohltätige', 'zwecke', 'gespendet', 'jedoch', 'rot-', 'grünen', 'gemeinderäten', 'ungnade', 'gefallen', 'mehrere', 'videos', 'produziert', 'denen', 'merkels', 'politische', 'irrwege', 'kritisiert']
michel_brandt_ Ist das alles, was Sie an konstruktiven Beiträgen im Bundestag zu bieten haben? Mann oh Mann. Das ist so platt, das kann jedes 5-jährige Kind. Sorry, aber da geht mir einfach der Hut hoch. Im Bundestag und nicht auf dem Spielplatz!;HOF;['michel_brandt_', 'konstruktiven', 'beiträgen', 'bundestag', 'bieten', 'mann', 'oh', 'mann', 'platt', '5-jährige', 'kind', 'sorry', 'geht', 'einfach', 'hut', 'hoch', 'bundestag', 'spielplatz']
'Im Gepäck eines 23-Jährigen fanden sie zwei Sturmgewehre vom Typ Kalaschnikow und eine Pumpgun …“  Kein Haftbefehl.  Kontrollverlust  ;NOT;['gepäck', '23-jährigen', 'fanden', 'zwei', 'sturmgewehre', 'typ', 'kalaschnikow', 'pumpgun', 'haftbefehl', 'kontrollverlust']
Ein riesen Sauerei wie Peter Weber diskreditiert wird! Soviel zum Thema  Meinungsfreiheit!  Ich wünsche Ihnen eine schnelle Genesung.  ;NOT;['riesen', 'sauerei', 'peter', 'weber', 'diskreditiert', 'soviel', 'thema', 'meinungsfreiheit', 'wünsche', 'schnelle', 'genesung']
Mit Rot-Grün-Roten Regierungen geht es direkt in den Linksextremismus!    Eigentlich wollten die Linksfaschisten 'nur' einen Angriff auf Teilnehmer eines Immobilienkongresses verüben.    'Berlin: Linksextremisten greifen Reisebus mit Krebskranken an'    ;NOT;['rot-grün-roten', 'regierungen', 'geht', 'direkt', 'linksextremismus', 'eigentlich', 'wollten', 'linksfaschisten', 'angriff', 'teilnehmer', 'immobilienkongresses', 'verüben', 'linksextremisten', 'greifen', 'reisebus', 'krebskranken']
Der krude Imam nennt es Kultur. Doch Menschenrechtsverletzung kann nicht Kultur sein.  'Ein Imam fordert aber: Kinderehen müssen erlaubt werden - aus Respekt vor der Kultur der Flüchtlinge'    ;NOT;['krude', 'imam', 'nennt', 'kultur', 'menschenrechtsverletzung', 'kultur', 'imam', 'fordert', 'kinderehen', 'müssen', 'erlaubt', 'respekt', 'kultur', 'flüchtlinge']
Es ist wieder so weit, Schwimmbad-Zeit ist Erklärungs-Zeit: In Mainz sollen Flyer, Aufkleber und Plakate mit drei Piktogrammen sexuelle Belästigung verhindern  ;NOT;['weit', 'schwimmbad-zeit', 'erklärungs-zeit', 'mainz', 'sollen', 'flyer', 'aufkleber', 'plakate', 'drei', 'piktogrammen', 'sexuelle', 'belästigung', 'verhindern']
Ich hasse es, wenn die Oma auf unsere Straße 600€ Rente hat, und der Hr. Schulz im BT schon jetzt einen Rentenanspruch von mehr als 600E am TAG!!! hat. Ich hasse diese Ungerechtigkeit, Werde ich jetzt verhaftet.;NOT;['hasse', 'oma', 'straße', '600\x80', 'rente', 'hr', 'schulz', 'bt', 'schon', 'rentenanspruch', 'mehr', '600e', 'tag', 'hasse', 'ungerechtigkeit', 'verhaftet']
Das sind keine „Chaoten“, das sind Terroristen!    »Linke Chaoten greifen Bus voller Krebs-Patienten an«    Antifa wird protegiert von SPD Gruene Linke  ;NOT;['terroristen', 'linke', 'chaoten', 'greifen', 'bus', 'voller', 'krebs-patienten', 'antifa', 'protegiert', 'spd', 'gruene', 'linke']
Polit-Märchen widerlegt: Zahl der arbeitslosen Ausländer im Langfristvergleich stark gestiegen ;NOT;['polit-märchen', 'widerlegt', 'zahl', 'arbeitslosen', 'ausländer', 'langfristvergleich', 'stark', 'gestiegen']
Indien wird seine Kohleförderung bis 2020 auf etwa 1,5 Milliarden Tonnen  verdoppeln. In Deutschland wird jedes Kg eingespartes CO2 wie ein Fetisch gefeiert und in 41Ländern der Welt plant oder baut man 58 neue Kernkraftwerke (weltweit 447 in Betrieb) +1.400 neue Kohlekraftwerke! ;NOT;['indien', 'kohleförderung', '2020', 'etwa', '1,5', 'milliarden', 'tonnen', 'verdoppeln', 'deutschland', 'kg', 'eingespartes', 'co2', 'fetisch', 'gefeiert', '41ländern', 'welt', 'plant', 'baut', '58', 'neue', 'kernkraftwerke', 'weltweit', '447', 'betrieb', 'neue', 'kohlekraftwerke']
Nennt sich jetzt Panne!  Sicherheitspanne in Berlin: Kein Haftbefehl nach Kriegswaffenfund ;NOT;['nennt', 'panne', 'sicherheitspanne', 'berlin', 'haftbefehl', 'kriegswaffenfund']
HeinzHermannThiele: 'Dieses Land gerät in eine hochkritische Situation. Wir sind am Rande eines kulturellen Zusammenbruchs.“ Das Thema Fluechtlinge sei nicht nur ökonomisch unbeherrschbar, es stelle sich auch die Frage nach unserer Identität. ;HOF;['heinzhermannthiele', 'land', 'gerät', 'hochkritische', 'situation', 'rande', 'kulturellen', 'zusammenbruchs.\x93', 'thema', 'fluechtlinge', 'sei', 'ökonomisch', 'unbeherrschbar', 'stelle', 'frage', 'unserer', 'identität']
Berlin Chaoten der Antifa die u.a. von michel_brandt_ und patrickgensing unterstützt werden, griffen einen Bus mit Tomaten, Eiern und Farbbeuteln an, in welchem sie gierige Miethaie vermuteten. Allerdings waren in dem Bus 50 Krebspatienten auf Ausflug! ;NOT;['berlin', 'chaoten', 'antifa', 'u.a', 'michel_brandt_', 'patrickgensing', 'unterstützt', 'griffen', 'bus', 'tomaten', 'eiern', 'farbbeuteln', 'gierige', 'miethaie', 'vermuteten', 'allerdings', 'bus', '50', 'krebspatienten', 'ausflug']
Der 30 Jahre alte Tunesier Sief Allah H. und seine 43-jährige 'dt.' Ehefrau Yasmin planten in D einen Terroranschlag mit dem biologischen Kampfstoff Rizin, der lt. Gutachten bis zu 100 Todesopfer gefordert hätte??    Dt. Presseberichte ??  Mangelware ??    ;NOT;['30', 'jahre', 'alte', 'tunesier', 'sief', 'allah', 'h.', '43-jährige', 'ehefrau', 'yasmin', 'planten', 'd', 'terroranschlag', 'biologischen', 'kampfstoff', 'rizin', 'lt.', 'gutachten', '100', 'todesopfer', 'gefordert', 'hätte', 'dt', 'presseberichte', 'mangelware']
soisset    Die Aufarbeitung der 'Lügen von Chemnitz' löst eine Empörung der Altparteien aus...  Nachvollziehbar, haben sie doch alle gelogen...    Hetzjagd Chemnitz: 'Was sie machen, ist eine Schande für Deutschland' ;NOT;['soisset', 'aufarbeitung', 'chemnitz', 'löst', 'empörung', 'altparteien', 'nachvollziehbar', 'gelogen', 'hetzjagd', 'chemnitz', 'schande', 'deutschland']
Der Realitätsverlust bei der SPD ist nicht mehr zu übersehen. Anstatt sich mit dem wirklichen Gegner - den Grünen - auseinanderzusetzen, die der SPD auch noch das letzte bisschen Lebenssaft aussaugen werden, phantasiert Scholz von der Kanzlerschaft. ;NOT;['realitätsverlust', 'spd', 'mehr', 'übersehen', 'anstatt', 'wirklichen', 'gegner', 'grünen', 'auseinanderzusetzen', 'spd', 'letzte', 'bisschen', 'lebenssaft', 'aussaugen', 'phantasiert', 'scholz', 'kanzlerschaft']
Ich bin der Röhrich,darf ich reinkomm' oder stör ich ?? So langsam dreht Ihr alle komplett frei,kann das sein? Gas -Wasser -Scheiße wurde umfunktioniert. Und? Grundgütiger ?? ;HOF;['röhrich', 'darf', 'reinkomm', 'stör', 'langsam', 'dreht', 'komplett', 'frei', 'gas', 'wurde', 'umfunktioniert', 'grundgütiger']
Deutsche Tradition alte Menschen mit Messestichen im Dutzend tot zu stechen? Nein, im Leben nicht!    Witwe (86) erstochen aufgefunden BILD ;NOT;['deutsche', 'tradition', 'alte', 'menschen', 'messestichen', 'dutzend', 'tot', 'stechen', 'nein', 'leben', 'witwe', '86', 'erstochen', 'aufgefunden', 'bild']
Kühnert sollte sich einen Ruck geben und die SPD übernehmen. Kein Studium beendet, keinen Beruf ergriffen, ein aufgeblasener Medienkasper. In dem Moment, in  dem er die Partei erledigt, hätte er zum ersten Mal  in seinem Leben etwas zu Stande gebracht.;NOT;['kühnert', 'ruck', 'geben', 'spd', 'übernehmen', 'studium', 'beendet', 'beruf', 'ergriffen', 'aufgeblasener', 'medienkasper', 'moment', 'partei', 'erledigt', 'hätte', 'ersten', 'mal', 'leben', 'stande', 'gebracht']
Guten Morgen, Deutschland! Kann mir mal jemand erklären, warum angeblich 27% der Leute eine Partei wählen wollen, deren ABaerbock ernsthaft behauptet jeder Deutsche Stoße 9 Gigatonnen CO-2 aus? Nur eine GrünIn kann so eine heiße Luft flatulenzen.   ;NOT;['guten', 'morgen', 'deutschland', 'mal', 'jemand', 'erklären', 'warum', 'angeblich', '27', 'leute', 'partei', 'wählen', 'deren', 'abaerbock', 'ernsthaft', 'behauptet', 'deutsche', 'stoße', '9', 'gigatonnen', 'co-2', 'grünin', 'heiße', 'luft', 'flatulenzen']
"GEZ - Der Rundfunkbeitrag ist eine Zwangsabgabe und völlig aus der Zeit gefallen. Anstatt diese Steuer immer weiter in die Höhe zu treiben, gehört sie komplett abgeschafft. Wer ARD &amp; ZDF sehen will, soll zahlen. Und wer nicht, eben nicht. Weg damit! ";NOT;['gez', 'rundfunkbeitrag', 'zwangsabgabe', 'völlig', 'zeit', 'gefallen', 'anstatt', 'steuer', 'immer', 'höhe', 'treiben', 'gehört', 'komplett', 'abgeschafft', 'wer', 'ard', 'amp', 'zdf', 'sehen', 'zahlen', 'wer', 'eben']
+++ Vergewaltigung in Düsseldorf +++  Am Samstagmorgen gegen 04:45 wurde eine Frau (51) im Hofgarten von zwei Männern brutal vergewaltigt.  Laut Täterbeschreibung handelt es sich um zwei Nordafrikaner Mitte 20.  Unhaltbare Zustände dank Grünen und CDU. ;NOT;['vergewaltigung', 'düsseldorf', 'samstagmorgen', '04:45', 'wurde', 'frau', '51', 'hofgarten', 'zwei', 'männern', 'brutal', 'vergewaltigt', 'laut', 'täterbeschreibung', 'handelt', 'zwei', 'nordafrikaner', 'mitte', '20.', 'unhaltbare', 'zustände', 'dank', 'grünen', 'cdu']
"Wien: Ömer &amp; Mehmet P beschimpften &amp; bedrängten ein Pensionistenpaar, welches im Vorbeigehen den Mantel ihrer Tante streiften. Zwar gingen die Pensionisten nicht auf die Provokationen ein, trotzdem verletzt Ömer den Pensionisten durch einen Tritt tödlich ";NOT;['wien', 'ömer', 'amp', 'mehmet', 'p', 'beschimpften', 'amp', 'bedrängten', 'pensionistenpaar', 'vorbeigehen', 'mantel', 'tante', 'streiften', 'gingen', 'pensionisten', 'provokationen', 'trotzdem', 'verletzt', 'ömer', 'pensionisten', 'tritt', 'tödlich']
„Wir haben die Schnauze voll“:Linke Bar setzt Flüchtlinge vor die Tür  Afrikanische Flüchtlinge sind in einem linken Lokal in Augsburg mehrfach durch Diebstähle aufgefallen,aber auch durch Belästigungen von Frauen und aggressives Verhalten. Das Ganze passierte schon 2017 ! ;NOT;['schnauze', 'voll\x93', 'linke', 'bar', 'setzt', 'flüchtlinge', 'tür', 'afrikanische', 'flüchtlinge', 'linken', 'lokal', 'augsburg', 'mehrfach', 'diebstähle', 'aufgefallen', 'belästigungen', 'frauen', 'aggressives', 'verhalten', 'ganze', 'passierte', 'schon', '2017']
Fassungslos stellt man sich immer wieder zwei Fragen: Warum entwickeln sich Menschen in einem Land, dass sie aufnimmt, versorgt und ihnen eine bessere Zukunft bietet als ihre Heimat, zu Räubern, Vergewaltigern und Totschlägern?   ???   ;HOF;['fassungslos', 'stellt', 'immer', 'zwei', 'fragen', 'warum', 'entwickeln', 'menschen', 'land', 'aufnimmt', 'versorgt', 'bessere', 'zukunft', 'bietet', 'heimat', 'räubern', 'vergewaltigern', 'totschlägern']
allein in Sachsen Messerangriffe??????von 696 im J2008 auf 1196 im J2017 gestiegen??  Dagegen gibt es nach Angaben des Sprechers für die SPD- und Grünen-geführten Länder, Hamburgs Justizsenator Till Steffen (Grüne), ??KEINEN generellen bundesweiten Anstieg.  ;NOT;['allein', 'sachsen', 'messerangriffe', '696', 'j2008', '1196', 'j2017', 'gestiegen', 'dagegen', 'gibt', 'angaben', 'sprechers', 'spd-', 'grünen-geführten', 'länder', 'hamburgs', 'justizsenator', 'till', 'steffen', 'grüne', 'generellen', 'bundesweiten', 'anstieg']
Walid S. war der Hauptverdächtige im Fall des totgeprügelten Niklas P. – jetzt prügelt er wieder: Er soll einen wehrlos am Boden liegenden Mann mehrfach gegen den Kopf getreten haben. Das Opfer erlitt einen doppelten Unterkieferbruch u einen Jochbeinbruch.  ;NOT;['walid', 's.', 'hauptverdächtige', 'fall', 'totgeprügelten', 'niklas', 'p.', 'prügelt', 'wehrlos', 'boden', 'liegenden', 'mann', 'mehrfach', 'kopf', 'getreten', 'opfer', 'erlitt', 'doppelten', 'unterkieferbruch', 'u', 'jochbeinbruch']
'Passanten entdecken einen 13j Jungen im Bereich der Stephansschule in der Saarbrücker Straße in Schmelz. Das Kind ist aufgehängt worden!   Die Wiederbelegung gelingt, der Junge kommt schwer verletzt in eine Klinik. Noch ist unklar, ob er überleben wird.'    ;NOT;['entdecken', '13j', 'jungen', 'bereich', 'stephansschule', 'saarbrücker', 'straße', 'schmelz', 'kind', 'aufgehängt', 'worden', 'wiederbelegung', 'gelingt', 'junge', 'kommt', 'schwer', 'verletzt', 'klinik', 'unklar', 'überleben']
Laut dem neuesten nationalen Sicherheitsbericht, der vom schwedischen Nationalen Rat für Kriminalprävention veröffentlicht wurde, haben vier von zehn Frauen Angst, sich draußen frei zu bewegen. ;NOT;['laut', 'neuesten', 'nationalen', 'sicherheitsbericht', 'schwedischen', 'nationalen', 'rat', 'kriminalprävention', 'veröffentlicht', 'wurde', 'vier', 'zehn', 'frauen', 'angst', 'draußen', 'frei', 'bewegen']
Christliche Jungen in Afrika werden angekettet und gezwungen, den Koran zu lernen.     Christliche Mädchen werden Kämpfern als Sexsklaven gegeben, manche erst 9 Jahre alt!     Warten Sie nicht auf Medien, um dies selbst zu melden, sondern senden Sie es an Ihre Abgeordneten! ;NOT;['christliche', 'jungen', 'afrika', 'angekettet', 'gezwungen', 'koran', 'lernen', 'christliche', 'mädchen', 'kämpfern', 'sexsklaven', 'gegeben', 'erst', '9', 'jahre', 'alt', 'warten', 'medien', 'melden', 'senden', 'abgeordneten']
Crailsheim: Schüsse aus türkischem Hochzeitskorso - Polizei findet Schreckschusswaffen und Patronenhülsen in einem Fahrzeug, dessen Insassen jedoch allesamt ihre Unschuld beteuern Hochzeitsgesellschaft  ;NOT;['crailsheim', 'schüsse', 'türkischem', 'hochzeitskorso', 'polizei', 'findet', 'schreckschusswaffen', 'patronenhülsen', 'fahrzeug', 'insassen', 'jedoch', 'allesamt', 'unschuld', 'beteuern', 'hochzeitsgesellschaft']
Die zukünftigen Ärzte, Wissenschaftler und Ingenieure    Fühlt ihr euch nicht warm in eurem Inneren? ;NOT;['zukünftigen', 'ärzte', 'wissenschaftler', 'ingenieure', 'fühlt', 'warm', 'inneren']
Ihr schimpft ja immer über die blöd!  Aber Schwiegermutter hat mir gerade diesen lesenswerten Leserbrief geschickt ;NOT;['schimpft', 'ja', 'immer', 'blöd', 'schwiegermutter', 'gerade', 'lesenswerten', 'leserbrief', 'geschickt']
OberhausenKlosterhardt griffen zwei unbekannte Jugendliche(südländisches Aussehen )die Kinder (beide 11 Jahre)??brutal an. Sie schlugen sie und entrissen ihnen gewaltsam eine kleine schwarze Umhängetasche („Foot Locker“)  ;NOT;['oberhausenklosterhardt', 'griffen', 'zwei', 'unbekannte', 'jugendliche', 'südländisches', 'aussehen', 'kinder', 'beide', '11', 'jahre', 'brutal', 'schlugen', 'entrissen', 'gewaltsam', 'kleine', 'schwarze', 'umhängetasche', 'locker\x93']
Sehenswert! 13 Minuten für die Zerstörung der Legende der 'umweltfreundlichen' Elektro-Autos... HaraldLesch HaraldLesch  ;NOT;['sehenswert', '13', 'minuten', 'zerstörung', 'legende', 'elektro-autos', 'haraldlesch', 'haraldlesch']
